A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
A005930 9910903 77200 77300 2022-01-14 
